/home/haoran/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
[2: 78/379] train loss: 0.125608 accuracy: 0.968750
[2: 79/379] train loss: 0.277090 accuracy: 0.906250
[2: 80/379] train loss: 0.187684 accuracy: 0.937500
[2: 80/379] [94mtest[39m loss: 0.256985 accuracy: 0.937500
[2: 81/379] train loss: 0.172217 accuracy: 0.937500
[2: 82/379] train loss: 0.220525 accuracy: 0.937500
[2: 83/379] train loss: 0.269677 accuracy: 0.906250
[2: 84/379] train loss: 0.220314 accuracy: 0.812500
[2: 85/379] train loss: 0.217222 accuracy: 0.937500
[2: 86/379] train loss: 0.158534 accuracy: 0.968750
[2: 87/379] train loss: 0.336369 accuracy: 0.875000
[2: 88/379] train loss: 0.332201 accuracy: 0.906250
[2: 89/379] train loss: 0.295266 accuracy: 0.875000
[2: 90/379] train loss: 0.163544 accuracy: 0.937500
[2: 90/379] [94mtest[39m loss: 0.278884 accuracy: 0.937500
[2: 91/379] train loss: 0.455776 accuracy: 0.875000
[2: 92/379] train loss: 0.211224 accuracy: 0.906250
[2: 93/379] train loss: 0.380699 accuracy: 0.906250
[2: 94/379] train loss: 0.118990 accuracy: 0.968750
[2: 95/379] train loss: 0.284584 accuracy: 0.875000
[2: 96/379] train loss: 0.199803 accuracy: 0.968750
[2: 97/379] train loss: 0.063322 accuracy: 1.000000
[2: 98/379] train loss: 0.357360 accuracy: 0.906250
[2: 99/379] train loss: 0.308223 accuracy: 0.875000
[2: 100/379] train loss: 0.307589 accuracy: 0.906250
[2: 100/379] [94mtest[39m loss: 0.211050 accuracy: 0.937500
[2: 101/379] train loss: 0.305805 accuracy: 0.906250
[2: 102/379] train loss: 0.186006 accuracy: 0.937500
[2: 103/379] train loss: 0.026369 accuracy: 1.000000
[2: 104/379] train loss: 0.408684 accuracy: 0.906250
[2: 105/379] train loss: 0.597802 accuracy: 0.812500
[2: 106/379] train loss: 0.254439 accuracy: 0.875000
[2: 107/379] train loss: 0.372422 accuracy: 0.906250
[2: 108/379] train loss: 0.265240 accuracy: 0.906250
[2: 109/379] train loss: 0.335059 accuracy: 0.906250
[2: 110/379] train loss: 0.084518 accuracy: 0.968750
[2: 110/379] [94mtest[39m loss: 0.120046 accuracy: 0.937500
[2: 111/379] train loss: 0.299657 accuracy: 0.937500
[2: 112/379] train loss: 0.145259 accuracy: 0.968750
[2: 113/379] train loss: 0.314395 accuracy: 0.906250
[2: 114/379] train loss: 0.336907 accuracy: 0.937500
[2: 115/379] train loss: 0.299438 accuracy: 0.875000
[2: 116/379] train loss: 0.333422 accuracy: 0.875000
[2: 117/379] train loss: 0.148005 accuracy: 0.937500
[2: 118/379] train loss: 0.210660 accuracy: 0.937500
[2: 119/379] train loss: 0.174329 accuracy: 0.937500
[2: 120/379] train loss: 0.177027 accuracy: 0.937500
[2: 120/379] [94mtest[39m loss: 0.405607 accuracy: 0.875000
[2: 121/379] train loss: 0.234014 accuracy: 0.937500
[2: 122/379] train loss: 0.243523 accuracy: 0.906250
[2: 123/379] train loss: 0.500931 accuracy: 0.781250
[2: 124/379] train loss: 0.275257 accuracy: 0.906250
[2: 125/379] train loss: 0.089946 accuracy: 0.968750
[2: 126/379] train loss: 0.304377 accuracy: 0.875000
[2: 127/379] train loss: 0.201741 accuracy: 0.968750
[2: 128/379] train loss: 0.528776 accuracy: 0.875000
[2: 129/379] train loss: 0.208907 accuracy: 0.906250
[2: 130/379] train loss: 0.061490 accuracy: 1.000000
[2: 130/379] [94mtest[39m loss: 0.193495 accuracy: 0.937500
[2: 131/379] train loss: 0.286767 accuracy: 0.937500
[2: 132/379] train loss: 0.086949 accuracy: 1.000000
[2: 133/379] train loss: 0.154535 accuracy: 0.937500
[2: 134/379] train loss: 0.155433 accuracy: 0.937500
[2: 135/379] train loss: 0.483595 accuracy: 0.843750
[2: 136/379] train loss: 0.254867 accuracy: 0.906250
[2: 137/379] train loss: 0.127628 accuracy: 0.937500
[2: 138/379] train loss: 0.386404 accuracy: 0.843750
[2: 139/379] train loss: 0.197128 accuracy: 0.937500
[2: 140/379] train loss: 0.129130 accuracy: 0.937500
[2: 140/379] [94mtest[39m loss: 0.165975 accuracy: 0.968750
[2: 141/379] train loss: 0.253654 accuracy: 0.937500
[2: 142/379] train loss: 0.117158 accuracy: 0.937500
[2: 143/379] train loss: 0.128215 accuracy: 1.000000
[2: 144/379] train loss: 0.171259 accuracy: 0.968750
[2: 145/379] train loss: 0.161807 accuracy: 0.937500
[2: 146/379] train loss: 0.298757 accuracy: 0.875000
[2: 147/379] train loss: 0.364280 accuracy: 0.906250
[2: 148/379] train loss: 0.240481 accuracy: 0.875000
[2: 149/379] train loss: 0.184062 accuracy: 0.937500
[2: 150/379] train loss: 0.436993 accuracy: 0.875000
[2: 150/379] [94mtest[39m loss: 0.164303 accuracy: 0.968750
[2: 151/379] train loss: 0.430604 accuracy: 0.937500
[2: 152/379] train loss: 0.108656 accuracy: 0.968750
[2: 153/379] train loss: 0.258999 accuracy: 0.875000
[2: 154/379] train loss: 0.132454 accuracy: 0.968750
[2: 155/379] train loss: 0.267738 accuracy: 0.937500
[2: 156/379] train loss: 0.313572 accuracy: 0.843750
[2: 157/379] train loss: 0.160183 accuracy: 0.906250
[2: 158/379] train loss: 0.497428 accuracy: 0.875000
[2: 159/379] train loss: 0.201597 accuracy: 0.937500
[2: 160/379] train loss: 0.443956 accuracy: 0.875000
[2: 160/379] [94mtest[39m loss: 0.364184 accuracy: 0.875000
[2: 161/379] train loss: 0.174204 accuracy: 0.937500
[2: 162/379] train loss: 0.609982 accuracy: 0.812500
[2: 163/379] train loss: 0.182990 accuracy: 0.937500
[2: 164/379] train loss: 0.132354 accuracy: 0.968750
[2: 165/379] train loss: 0.234144 accuracy: 0.906250
[2: 166/379] train loss: 0.175860 accuracy: 0.937500
[2: 167/379] train loss: 0.269907 accuracy: 0.906250
[2: 168/379] train loss: 0.213500 accuracy: 0.968750
[2: 169/379] train loss: 0.690559 accuracy: 0.812500
[2: 170/379] train loss: 0.176064 accuracy: 0.937500
[2: 170/379] [94mtest[39m loss: 0.268750 accuracy: 0.906250
[2: 171/379] train loss: 0.346094 accuracy: 0.843750
[2: 172/379] train loss: 0.084606 accuracy: 1.000000
[2: 173/379] train loss: 0.286046 accuracy: 0.937500
[2: 174/379] train loss: 0.176024 accuracy: 0.968750
[2: 175/379] train loss: 0.224632 accuracy: 0.906250
[2: 176/379] train loss: 0.201022 accuracy: 0.906250
[2: 177/379] train loss: 0.500391 accuracy: 0.843750
[2: 178/379] train loss: 0.300360 accuracy: 0.875000
[2: 179/379] train loss: 0.201535 accuracy: 0.906250
[2: 180/379] train loss: 0.178427 accuracy: 0.906250
[2: 180/379] [94mtest[39m loss: 0.183776 accuracy: 0.968750
[2: 181/379] train loss: 0.161575 accuracy: 0.968750
[2: 182/379] train loss: 0.293640 accuracy: 0.968750
[2: 183/379] train loss: 0.540491 accuracy: 0.875000
[2: 184/379] train loss: 0.279115 accuracy: 0.937500
[2: 185/379] train loss: 0.329694 accuracy: 0.875000
[2: 186/379] train loss: 0.314832 accuracy: 0.937500
[2: 187/379] train loss: 0.232546 accuracy: 0.937500
[2: 188/379] train loss: 0.200987 accuracy: 0.937500
[2: 189/379] train loss: 0.241497 accuracy: 0.906250
[2: 190/379] train loss: 0.311162 accuracy: 0.875000
[2: 190/379] [94mtest[39m loss: 0.173427 accuracy: 0.968750
[2: 191/379] train loss: 0.564051 accuracy: 0.875000
[2: 192/379] train loss: 0.239451 accuracy: 0.906250
[2: 193/379] train loss: 0.173494 accuracy: 0.937500
[2: 194/379] train loss: 0.248636 accuracy: 0.906250
[2: 195/379] train loss: 0.332841 accuracy: 0.906250
[2: 196/379] train loss: 0.170782 accuracy: 0.937500
[2: 197/379] train loss: 0.177853 accuracy: 0.968750
[2: 198/379] train loss: 0.252524 accuracy: 0.937500
[2: 199/379] train loss: 0.256892 accuracy: 0.906250
[2: 200/379] train loss: 0.629746 accuracy: 0.812500
[2: 200/379] [94mtest[39m loss: 0.269131 accuracy: 0.906250
[2: 201/379] train loss: 0.267411 accuracy: 0.875000
[2: 202/379] train loss: 0.877840 accuracy: 0.843750
[2: 203/379] train loss: 0.230669 accuracy: 0.937500
[2: 204/379] train loss: 0.379073 accuracy: 0.906250
[2: 205/379] train loss: 0.127860 accuracy: 0.937500
[2: 206/379] train loss: 0.175173 accuracy: 0.968750
[2: 207/379] train loss: 0.319297 accuracy: 0.843750
[2: 208/379] train loss: 0.148301 accuracy: 0.968750
[2: 209/379] train loss: 0.560064 accuracy: 0.875000
[2: 210/379] train loss: 0.293558 accuracy: 0.937500
[2: 210/379] [94mtest[39m loss: 0.059773 accuracy: 1.000000
[2: 211/379] train loss: 0.295197 accuracy: 0.937500
[2: 212/379] train loss: 0.102968 accuracy: 1.000000
[2: 213/379] train loss: 0.228045 accuracy: 0.906250
[2: 214/379] train loss: 0.195260 accuracy: 0.937500
[2: 215/379] train loss: 0.627329 accuracy: 0.781250
[2: 216/379] train loss: 0.493867 accuracy: 0.843750
[2: 217/379] train loss: 0.350915 accuracy: 0.875000
[2: 218/379] train loss: 0.316907 accuracy: 0.875000
[2: 219/379] train loss: 0.217432 accuracy: 0.937500
[2: 220/379] train loss: 0.181918 accuracy: 0.937500
[2: 220/379] [94mtest[39m loss: 0.293330 accuracy: 0.906250
[2: 221/379] train loss: 0.518124 accuracy: 0.812500
[2: 222/379] train loss: 0.589213 accuracy: 0.750000
[2: 223/379] train loss: 0.272347 accuracy: 0.906250
[2: 224/379] train loss: 0.174040 accuracy: 0.906250
[2: 225/379] train loss: 0.371788 accuracy: 0.906250
[2: 226/379] train loss: 0.154724 accuracy: 0.937500
[2: 227/379] train loss: 0.117687 accuracy: 0.968750
[2: 228/379] train loss: 0.127622 accuracy: 0.968750
[2: 229/379] train loss: 0.645788 accuracy: 0.843750
[2: 230/379] train loss: 0.259909 accuracy: 0.906250
[2: 230/379] [94mtest[39m loss: 0.136904 accuracy: 0.968750
[2: 231/379] train loss: 0.383921 accuracy: 0.875000
[2: 232/379] train loss: 0.537469 accuracy: 0.843750
[2: 233/379] train loss: 0.430337 accuracy: 0.843750
[2: 234/379] train loss: 0.426112 accuracy: 0.875000
[2: 235/379] train loss: 0.194992 accuracy: 0.906250
[2: 236/379] train loss: 0.242893 accuracy: 0.937500
[2: 237/379] train loss: 0.294109 accuracy: 0.968750
[2: 238/379] train loss: 0.277186 accuracy: 0.937500
[2: 239/379] train loss: 0.367382 accuracy: 0.906250
[2: 240/379] train loss: 0.366176 accuracy: 0.906250
[2: 240/379] [94mtest[39m loss: 0.287166 accuracy: 0.937500
[2: 241/379] train loss: 0.330138 accuracy: 0.906250
[2: 242/379] train loss: 0.387737 accuracy: 0.875000
[2: 243/379] train loss: 0.112502 accuracy: 1.000000
[2: 244/379] train loss: 0.290799 accuracy: 0.875000
[2: 245/379] train loss: 0.367793 accuracy: 0.812500
[2: 246/379] train loss: 0.625339 accuracy: 0.812500
[2: 247/379] train loss: 0.256023 accuracy: 0.906250
[2: 248/379] train loss: 0.208424 accuracy: 0.906250
[2: 249/379] train loss: 0.115989 accuracy: 1.000000
[2: 250/379] train loss: 0.349234 accuracy: 0.875000
[2: 250/379] [94mtest[39m loss: 0.516077 accuracy: 0.812500
[2: 251/379] train loss: 0.305433 accuracy: 0.906250
[2: 252/379] train loss: 0.422783 accuracy: 0.906250
[2: 253/379] train loss: 0.229304 accuracy: 0.906250
[2: 254/379] train loss: 0.081607 accuracy: 1.000000
[2: 255/379] train loss: 0.417082 accuracy: 0.843750
[2: 256/379] train loss: 0.335218 accuracy: 0.906250
[2: 257/379] train loss: 0.153990 accuracy: 0.937500
[2: 258/379] train loss: 0.247597 accuracy: 0.937500
[2: 259/379] train loss: 0.349529 accuracy: 0.875000
[2: 260/379] train loss: 0.371060 accuracy: 0.843750
[2: 260/379] [94mtest[39m loss: 0.222853 accuracy: 0.937500
[2: 261/379] train loss: 0.370108 accuracy: 0.875000
[2: 262/379] train loss: 0.319517 accuracy: 0.937500
[2: 263/379] train loss: 0.054234 accuracy: 1.000000
[2: 264/379] train loss: 0.148899 accuracy: 0.968750
[2: 265/379] train loss: 0.202191 accuracy: 0.937500
[2: 266/379] train loss: 0.589093 accuracy: 0.812500
[2: 267/379] train loss: 0.137197 accuracy: 0.968750
[2: 268/379] train loss: 0.332916 accuracy: 0.968750
[2: 269/379] train loss: 0.310079 accuracy: 0.937500
[2: 270/379] train loss: 0.216303 accuracy: 0.906250
[2: 270/379] [94mtest[39m loss: 0.241296 accuracy: 0.937500
[2: 271/379] train loss: 0.324170 accuracy: 0.937500
[2: 272/379] train loss: 0.214475 accuracy: 0.937500
[2: 273/379] train loss: 0.251422 accuracy: 0.906250
[2: 274/379] train loss: 0.171806 accuracy: 0.937500
[2: 275/379] train loss: 0.280137 accuracy: 0.906250
[2: 276/379] train loss: 0.080503 accuracy: 1.000000
[2: 277/379] train loss: 0.222626 accuracy: 0.937500
[2: 278/379] train loss: 0.264442 accuracy: 0.937500
[2: 279/379] train loss: 0.171377 accuracy: 0.968750
[2: 280/379] train loss: 0.301677 accuracy: 0.906250
[2: 280/379] [94mtest[39m loss: 0.278653 accuracy: 0.906250
[2: 281/379] train loss: 0.318015 accuracy: 0.875000
[2: 282/379] train loss: 0.147975 accuracy: 0.968750
[2: 283/379] train loss: 0.190811 accuracy: 0.937500
[2: 284/379] train loss: 0.318272 accuracy: 0.875000
[2: 285/379] train loss: 0.261391 accuracy: 0.937500
[2: 286/379] train loss: 0.201655 accuracy: 0.937500
[2: 287/379] train loss: 0.204537 accuracy: 0.937500
[2: 288/379] train loss: 0.222690 accuracy: 0.937500
[2: 289/379] train loss: 0.197044 accuracy: 0.937500
[2: 290/379] train loss: 0.039063 accuracy: 1.000000
[2: 290/379] [94mtest[39m loss: 0.356437 accuracy: 0.906250
[2: 291/379] train loss: 0.380790 accuracy: 0.937500
[2: 292/379] train loss: 0.234223 accuracy: 0.875000
[2: 293/379] train loss: 0.154753 accuracy: 0.968750
[2: 294/379] train loss: 0.168328 accuracy: 0.937500
[2: 295/379] train loss: 0.235946 accuracy: 0.906250
[2: 296/379] train loss: 0.184281 accuracy: 0.906250
[2: 297/379] train loss: 0.198789 accuracy: 0.937500
[2: 298/379] train loss: 0.143651 accuracy: 1.000000
[2: 299/379] train loss: 0.156242 accuracy: 0.937500
[2: 300/379] train loss: 0.374643 accuracy: 0.906250
[2: 300/379] [94mtest[39m loss: 0.191354 accuracy: 0.937500
[2: 301/379] train loss: 0.219397 accuracy: 0.937500
[2: 302/379] train loss: 0.176649 accuracy: 0.968750
[2: 303/379] train loss: 0.413706 accuracy: 0.843750
[2: 304/379] train loss: 0.197945 accuracy: 0.968750
[2: 305/379] train loss: 0.413784 accuracy: 0.937500
[2: 306/379] train loss: 0.171671 accuracy: 0.937500
[2: 307/379] train loss: 0.170644 accuracy: 0.906250
[2: 308/379] train loss: 0.166350 accuracy: 0.937500
[2: 309/379] train loss: 0.071591 accuracy: 0.968750
[2: 310/379] train loss: 0.307416 accuracy: 0.906250
[2: 310/379] [94mtest[39m loss: 0.229860 accuracy: 0.937500
[2: 311/379] train loss: 0.326443 accuracy: 0.843750
[2: 312/379] train loss: 0.243508 accuracy: 0.906250
[2: 313/379] train loss: 0.084895 accuracy: 0.968750
[2: 314/379] train loss: 0.103330 accuracy: 1.000000
[2: 315/379] train loss: 0.175064 accuracy: 0.937500
[2: 316/379] train loss: 0.283856 accuracy: 0.843750
[2: 317/379] train loss: 0.284209 accuracy: 0.906250
[2: 318/379] train loss: 0.124370 accuracy: 0.968750
[2: 319/379] train loss: 0.253994 accuracy: 0.937500
[2: 320/379] train loss: 0.148946 accuracy: 0.937500
[2: 320/379] [94mtest[39m loss: 0.026178 accuracy: 1.000000
[2: 321/379] train loss: 0.076791 accuracy: 0.968750
[2: 322/379] train loss: 0.188757 accuracy: 0.937500
[2: 323/379] train loss: 0.273787 accuracy: 0.906250
[2: 324/379] train loss: 0.249605 accuracy: 0.906250
[2: 325/379] train loss: 0.123645 accuracy: 0.968750
[2: 326/379] train loss: 0.118056 accuracy: 0.968750
[2: 327/379] train loss: 0.175287 accuracy: 0.968750
[2: 328/379] train loss: 0.411161 accuracy: 0.906250
[2: 329/379] train loss: 0.229872 accuracy: 0.906250
[2: 330/379] train loss: 0.155613 accuracy: 0.906250
[2: 330/379] [94mtest[39m loss: 0.257774 accuracy: 0.906250
[2: 331/379] train loss: 0.170624 accuracy: 0.906250
[2: 332/379] train loss: 0.213333 accuracy: 0.968750
[2: 333/379] train loss: 0.453673 accuracy: 0.843750
[2: 334/379] train loss: 0.188381 accuracy: 0.937500
[2: 335/379] train loss: 0.168694 accuracy: 0.937500
[2: 336/379] train loss: 0.266443 accuracy: 0.875000
[2: 337/379] train loss: 0.290212 accuracy: 0.875000
[2: 338/379] train loss: 0.268869 accuracy: 0.875000
[2: 339/379] train loss: 0.423827 accuracy: 0.843750
[2: 340/379] train loss: 0.652316 accuracy: 0.812500
[2: 340/379] [94mtest[39m loss: 0.188450 accuracy: 0.937500
[2: 341/379] train loss: 0.424850 accuracy: 0.906250
[2: 342/379] train loss: 0.455257 accuracy: 0.875000
[2: 343/379] train loss: 0.460350 accuracy: 0.906250
[2: 344/379] train loss: 0.193133 accuracy: 0.968750
[2: 345/379] train loss: 0.302399 accuracy: 0.937500
[2: 346/379] train loss: 0.165904 accuracy: 0.968750
[2: 347/379] train loss: 0.131011 accuracy: 0.968750
[2: 348/379] train loss: 0.085304 accuracy: 1.000000
[2: 349/379] train loss: 0.097178 accuracy: 0.968750
[2: 350/379] train loss: 0.103532 accuracy: 0.968750
[2: 350/379] [94mtest[39m loss: 0.118228 accuracy: 0.968750
[2: 351/379] train loss: 0.179305 accuracy: 0.968750
[2: 352/379] train loss: 0.176004 accuracy: 0.937500
[2: 353/379] train loss: 0.109573 accuracy: 0.968750
[2: 354/379] train loss: 0.488154 accuracy: 0.906250
[2: 355/379] train loss: 0.435754 accuracy: 0.812500
[2: 356/379] train loss: 0.469620 accuracy: 0.843750
[2: 357/379] train loss: 0.231038 accuracy: 0.906250
[2: 358/379] train loss: 0.332566 accuracy: 0.875000
[2: 359/379] train loss: 0.172491 accuracy: 0.937500
[2: 360/379] train loss: 0.308484 accuracy: 0.937500
[2: 360/379] [94mtest[39m loss: 0.292899 accuracy: 0.937500
[2: 361/379] train loss: 0.445951 accuracy: 0.843750
[2: 362/379] train loss: 0.137686 accuracy: 0.937500
[2: 363/379] train loss: 0.082417 accuracy: 0.968750
[2: 364/379] train loss: 0.151723 accuracy: 0.937500
[2: 365/379] train loss: 0.102169 accuracy: 0.968750
[2: 366/379] train loss: 0.626803 accuracy: 0.875000
[2: 367/379] train loss: 0.213689 accuracy: 0.937500
[2: 368/379] train loss: 0.325305 accuracy: 0.937500
[2: 369/379] train loss: 0.856982 accuracy: 0.875000
[2: 370/379] train loss: 0.169571 accuracy: 0.937500
[2: 370/379] [94mtest[39m loss: 0.210962 accuracy: 0.937500
[2: 371/379] train loss: 0.309931 accuracy: 0.937500
[2: 372/379] train loss: 0.583249 accuracy: 0.781250
[2: 373/379] train loss: 0.379292 accuracy: 0.843750
[2: 374/379] train loss: 0.455768 accuracy: 0.937500
[2: 375/379] train loss: 0.197121 accuracy: 0.906250
[2: 376/379] train loss: 0.259286 accuracy: 0.906250
[2: 377/379] train loss: 0.261671 accuracy: 0.906250
[2: 378/379] train loss: 0.426068 accuracy: 0.906250
[2: 379/379] train loss: 0.440001 accuracy: 0.250000
[3: 0/379] train loss: 0.080204 accuracy: 0.968750
[3: 0/379] [94mtest[39m loss: 0.122669 accuracy: 0.937500
[3: 1/379] train loss: 0.152831 accuracy: 0.906250
[3: 2/379] train loss: 0.129492 accuracy: 0.968750
[3: 3/379] train loss: 0.166967 accuracy: 0.937500
[3: 4/379] train loss: 0.282601 accuracy: 0.937500
[3: 5/379] train loss: 0.366632 accuracy: 0.843750
[3: 6/379] train loss: 0.515018 accuracy: 0.843750
[3: 7/379] train loss: 0.472353 accuracy: 0.875000
[3: 8/379] train loss: 0.087604 accuracy: 1.000000
[3: 9/379] train loss: 0.184648 accuracy: 0.968750
[3: 10/379] train loss: 0.156831 accuracy: 0.906250
[3: 10/379] [94mtest[39m loss: 0.149866 accuracy: 0.968750
[3: 11/379] train loss: 0.182277 accuracy: 0.906250
[3: 12/379] train loss: 0.225244 accuracy: 0.906250
[3: 13/379] train loss: 0.356675 accuracy: 0.875000
[3: 14/379] train loss: 0.220186 accuracy: 0.906250
[3: 15/379] train loss: 0.052893 accuracy: 1.000000
[3: 16/379] train loss: 0.246689 accuracy: 0.937500
[3: 17/379] train loss: 0.469189 accuracy: 0.843750
[3: 18/379] train loss: 0.338398 accuracy: 0.937500
[3: 19/379] train loss: 0.156800 accuracy: 0.937500
[3: 20/379] train loss: 0.313997 accuracy: 0.937500
[3: 20/379] [94mtest[39m loss: 0.139727 accuracy: 0.937500
[3: 21/379] train loss: 0.528896 accuracy: 0.875000
[3: 22/379] train loss: 0.430385 accuracy: 0.906250
[3: 23/379] train loss: 0.232404 accuracy: 0.937500
[3: 24/379] train loss: 0.047237 accuracy: 1.000000
[3: 25/379] train loss: 0.411804 accuracy: 0.906250
[3: 26/379] train loss: 0.422826 accuracy: 0.843750
[3: 27/379] train loss: 0.268292 accuracy: 0.906250
[3: 28/379] train loss: 0.161391 accuracy: 0.968750
[3: 29/379] train loss: 0.353572 accuracy: 0.875000
[3: 30/379] train loss: 0.392682 accuracy: 0.843750
[3: 30/379] [94mtest[39m loss: 0.319312 accuracy: 0.906250
[3: 31/379] train loss: 0.142201 accuracy: 0.968750
[3: 32/379] train loss: 0.152231 accuracy: 0.968750
[3: 33/379] train loss: 0.693873 accuracy: 0.875000
[3: 34/379] train loss: 0.182741 accuracy: 0.968750
[3: 35/379] train loss: 0.240945 accuracy: 0.968750
[3: 36/379] train loss: 0.527647 accuracy: 0.906250
[3: 37/379] train loss: 1.013716 accuracy: 0.750000
[3: 38/379] train loss: 0.170061 accuracy: 0.906250
[3: 39/379] train loss: 0.408284 accuracy: 0.875000
[3: 40/379] train loss: 0.257719 accuracy: 0.875000
[3: 40/379] [94mtest[39m loss: 0.039461 accuracy: 1.000000
[3: 41/379] train loss: 0.448310 accuracy: 0.875000
[3: 42/379] train loss: 0.393033 accuracy: 0.843750
[3: 43/379] train loss: 0.109348 accuracy: 0.968750
[3: 44/379] train loss: 0.515106 accuracy: 0.843750
[3: 45/379] train loss: 0.206308 accuracy: 1.000000
[3: 46/379] train loss: 0.321100 accuracy: 0.875000
[3: 47/379] train loss: 0.566639 accuracy: 0.781250
[3: 48/379] train loss: 0.191011 accuracy: 0.968750
[3: 49/379] train loss: 0.052447 accuracy: 1.000000
[3: 50/379] train loss: 0.058332 accuracy: 1.000000
[3: 50/379] [94mtest[39m loss: 0.359838 accuracy: 0.875000
[3: 51/379] train loss: 0.284113 accuracy: 0.875000
[3: 52/379] train loss: 0.303612 accuracy: 0.906250
[3: 53/379] train loss: 0.111557 accuracy: 0.968750
[3: 54/379] train loss: 0.190827 accuracy: 0.968750
[3: 55/379] train loss: 0.378369 accuracy: 0.906250
[3: 56/379] train loss: 0.384345 accuracy: 0.906250
[3: 57/379] train loss: 0.101280 accuracy: 1.000000
[3: 58/379] train loss: 0.204580 accuracy: 0.968750
[3: 59/379] train loss: 0.078952 accuracy: 0.968750
[3: 60/379] train loss: 0.278619 accuracy: 0.937500
[3: 60/379] [94mtest[39m loss: 0.238993 accuracy: 0.937500
[3: 61/379] train loss: 0.274310 accuracy: 0.875000
[3: 62/379] train loss: 0.140235 accuracy: 0.937500
[3: 63/379] train loss: 0.199649 accuracy: 0.937500
[3: 64/379] train loss: 0.310639 accuracy: 0.906250
[3: 65/379] train loss: 0.183401 accuracy: 0.906250
[3: 66/379] train loss: 0.269523 accuracy: 0.937500
[3: 67/379] train loss: 0.299344 accuracy: 0.875000
[3: 68/379] train loss: 0.684020 accuracy: 0.875000
[3: 69/379] train loss: 0.235064 accuracy: 0.937500
[3: 70/379] train loss: 0.197013 accuracy: 0.906250
[3: 70/379] [94mtest[39m loss: 0.062361 accuracy: 1.000000
[3: 71/379] train loss: 0.118911 accuracy: 0.968750
[3: 72/379] train loss: 0.420530 accuracy: 0.906250
[3: 73/379] train loss: 0.204948 accuracy: 0.937500
[3: 74/379] train loss: 0.238210 accuracy: 0.875000
[3: 75/379] train loss: 0.142568 accuracy: 0.937500
[3: 76/379] train loss: 0.053058 accuracy: 1.000000
[3: 77/379] train loss: 0.165776 accuracy: 0.937500
[3: 78/379] train loss: 0.410765 accuracy: 0.875000
[3: 79/379] train loss: 0.068287 accuracy: 1.000000
[3: 80/379] train loss: 0.594367 accuracy: 0.906250
[3: 80/379] [94mtest[39m loss: 0.069372 accuracy: 1.000000
[3: 81/379] train loss: 0.334207 accuracy: 0.906250
[3: 82/379] train loss: 0.056004 accuracy: 1.000000
[3: 83/379] train loss: 0.163512 accuracy: 0.968750
[3: 84/379] train loss: 0.380544 accuracy: 0.937500
[3: 85/379] train loss: 0.086107 accuracy: 0.968750
[3: 86/379] train loss: 0.349648 accuracy: 0.875000
[3: 87/379] train loss: 0.272635 accuracy: 0.937500
[3: 88/379] train loss: 0.323100 accuracy: 0.937500
[3: 89/379] train loss: 0.371867 accuracy: 0.843750
[3: 90/379] train loss: 0.088988 accuracy: 0.968750
[3: 90/379] [94mtest[39m loss: 0.487445 accuracy: 0.812500
[3: 91/379] train loss: 0.260305 accuracy: 0.875000
[3: 92/379] train loss: 0.402373 accuracy: 0.906250
[3: 93/379] train loss: 0.307853 accuracy: 0.906250
[3: 94/379] train loss: 0.454040 accuracy: 0.843750
[3: 95/379] train loss: 0.209080 accuracy: 0.937500
[3: 96/379] train loss: 0.159171 accuracy: 0.937500
[3: 97/379] train loss: 0.355943 accuracy: 0.843750
[3: 98/379] train loss: 0.357560 accuracy: 0.875000
[3: 99/379] train loss: 0.181278 accuracy: 0.968750
[3: 100/379] train loss: 0.372702 accuracy: 0.906250
[3: 100/379] [94mtest[39m loss: 0.226607 accuracy: 0.937500
[3: 101/379] train loss: 0.120549 accuracy: 1.000000
[3: 102/379] train loss: 0.329024 accuracy: 0.843750
[3: 103/379] train loss: 0.199606 accuracy: 0.968750
[3: 104/379] train loss: 0.256649 accuracy: 0.906250
[3: 105/379] train loss: 0.374476 accuracy: 0.875000
[3: 106/379] train loss: 0.174547 accuracy: 0.906250
[3: 107/379] train loss: 0.119651 accuracy: 0.968750
[3: 108/379] train loss: 0.149875 accuracy: 0.937500
[3: 109/379] train loss: 0.020625 accuracy: 1.000000
[3: 110/379] train loss: 0.266292 accuracy: 0.875000
[3: 110/379] [94mtest[39m loss: 0.218028 accuracy: 0.906250
[3: 111/379] train loss: 0.432767 accuracy: 0.906250
[3: 112/379] train loss: 0.848938 accuracy: 0.781250
[3: 113/379] train loss: 0.052695 accuracy: 1.000000
[3: 114/379] train loss: 0.202137 accuracy: 0.968750
[3: 115/379] train loss: 0.210849 accuracy: 0.906250
[3: 116/379] train loss: 0.278988 accuracy: 0.937500
[3: 117/379] train loss: 0.188179 accuracy: 0.968750
[3: 118/379] train loss: 0.223579 accuracy: 0.937500
[3: 119/379] train loss: 0.192247 accuracy: 0.937500
[3: 120/379] train loss: 0.108093 accuracy: 1.000000
